10;0,8936;0,9036;0,9136;0,9236;0,9336;0,9436;0,9536;0,9636;0,9736;0,9837
10,5;0,8939;0,9039;0,9139;0,9239;0,9339;0,9439;0,954;0,964;0,974;0,984
11;0,8942;0,9042;0,9142;0,9243;0,9343;0,9443;0,9543;0,9643;0,9743;0,9843
11,5;0,8945;0,9046;0,9146;0,9246;0,9346;0,9446;0,9546;0,9646;0,9746;0,9846
12;0,8949;0,9049;0,9149;0,9249;0,9349;0,9449;0,9548;0,9649;0,9749;0,9849
12,5;0,8952;0,9052;0,9152;0,9252;0,9352;0,9452;0,9552;0,9652;0,9752;0,9852
13;0,8955;0,9055;0,9155;0,9255;0,9355;0,9455;0,9556;0,9656;0,9756;0,9856
13,5;0,8958;0,9058;0,9158;0,9259;0,9359;0,9459;0,9559;0,9659;0,9759;0,9859
14;0,8962;0,9062;0,9162;0,9262;0,9362;0,9462;0,9562;0,9662;0,9762;0,9862
14,5;0,8965;0,9065;0,9165;0,9265;0,9365;0,9465;0,9565;0,9665;0,9765;0,9865
15;0,8968;0,9068;0,9168;0,9268;0,9368;0,9468;0,9568;0,9668;0,9768;0,9868
15,5;0,8971;0,9071;0,9171;0,9271;0,9371;0,9471;0,9571;0,9671;0,9772;0,9872
16;0,8974;0,9074;0,9174;0,9275;0,9375;0,9475;0,9575;0,9675;0,9775;0,9875
16,5;0,8978;0,9078;0,9178;0,9278;0,9378;0,9478;0,9578;0,9678;0,9778;0,9878
17;0,8981;0,9081;0,9181;0,9281;0,9381;0,9481;0,9581;0,9681;0,9781;0,9881
17,5;0,8984;0,9084;0,9184;0,9284;0,9384;0,9484;0,9584;0,9684;0,9784;0,9884
18;0,8987;0,9087;0,9187;0,9287;0,9387;0,9487;0,9587;0,9687;0,9787;0,9887
18,5;0,899;0,909;0,919;0,929;0,939;0,949;0,959;0,9691;0,9791;0,9891
19;0,8994;0,9094;0,9194;0,9294;0,9394;0,9494;0,9594;0,9694;0,9794;0,9894
19,5;0,8997;0,9097;0,9197;0,9297;0,9397;0,9497;0,9597;0,9697;0,9797;0,9897
20;0,9;0,91;0,92;0,93;0,94;0,95;0,96;0,97;0,98;0,99
20,5;0,9003;0,9103;0,9203;0,9303;0,9403;0,9503;0,9603;0,9703;0,9803;0,9903
21;0,9006;0,9106;0,9206;0,9306;0,9406;0,9506;0,9606;0,9706;0,9806;0,9906
21,5;0,901;0,911;0,921;0,931;0,941;0,951;0,9609;0,9709;0,9809;0,9909
22;0,9013;0,9113;0,9213;0,9313;0,9413;0,9513;0,9613;0,9713;0,9813;0,9913
22,5;0,9016;0,9116;0,9216;0,9316;0,9416;0,9516;0,9616;0,9716;0,9816;0,9916
23;0,9019;0,9119;0,9219;0,9319;0,9419;0,9519;0,9619;0,9719;0,9819;0,9919
23,5;0,9022;0,9122;0,9222;0,9322;0,9422;0,9522;0,9622;0,9722;0,9822;0,9922
24;0,9026;0,9125;0,9225;0,9325;0,9425;0,9525;0,9625;0,9725;0,9825;0,9925
24,5;0,9029;0,9129;0,9229;0,9329;0,9429;0,9528;0,9628;0,9728;0,9828;0,9928
25;0,9032;0,9132;0,9232;0,9332;0,9432;0,9532;0,9632;0,9732;0,9831;0,9931
25,5;0,9035;0,9135;0,9235;0,9335;0,9435;0,9535;0,9635;0,9735;0,9835;0,9935
26;0,9038;0,9138;0,9238;0,9338;0,9438;0,9538;0,9638;0,9738;0,9838;0,9938
26,5;0,9041;0,9141;0,9241;0,9341;0,9441;0,9541;0,9641;0,9741;0,9841;0,9941
27;0,9045;0,9145;0,9244;0,9344;0,9444;0,9544;0,9644;0,9744;0,9844;0,9944
27,5;0,9048;0,9148;0,9248;0,9348;0,9447;0,9547;0,9647;0,9747;0,9847;0,9947
28;0,9051;0,9151;0,9251;0,9351;0,9451;0,9551;0,965;0,975;0,985;0,995
28,5;0,9054;0,9154;0,9254;0,9354;0,9454;0,9554;0,9654;0,9753;0,9853;0,9953
29;0,9057;0,9157;0,9257;0,9357;0,9457;0,9557;0,9657;0,9757;0,9856;0,9956
29,5;0,906;0,916;0,926;0,936;0,946;0,956;0,966;0,976;0,986;0,9959
30;0,9064;0,9164;0,9263;0,9363;0,9463;0,9563;0,9663;0,9763;0,9863;0,9963
30,5;0,9067;0,9167;0,9267;0,9366;0,9466;0,9566;0,9666;0,9766;0,9866;0,9966
31;0,907;0,917;0,927;0,937;0,9469;0,9569;0,9669;0,9769;0,9869;0,9969
31,5;0,9073;0,9173;0,9273;0,9373;0,9473;0,9572;0,9672;0,9772;0,9872;0,9972
32;0,9076;0,9176;0,9276;0,9376;0,9476;0,9576;0,9675;0,9775;0,9875;0,9975
32,5;0,9079;0,9179;0,9279;0,9379;0,9479;0,9579;0,9679;0,9778;0,9878;0,9978
33;0,9083;0,9182;0,9282;0,9382;0,9482;0,9582;0,9682;0,9782;0,9881;0,9981
33,5;0,9086;0,9186;0,9286;0,9385;0,9485;0,9585;0,9685;0,9785;0,9884;0,9984
34;0,9089;0,9189;0,9289;0,9388;0,9488;0,9588;0,9688;0,9788;0,9888;0,9987
34,5;0,9092;0,9192;0,9292;0,9392;0,9491;0,9591;0,9691;0,9791;0,9891;0,999
35;0,9095;0,9195;0,9295;0,9395;0,9494;0,9594;0,9694;0,9794;0,9894;0,9994
35,5;0,9098;0,9198;0,9298;0,9398;0,9498;0,9597;0,9697;0,9797;0,9897;0,9997
36;0,9102;0,9201;0,9301;0,9401;0,9501;0,9601;0,97;0,98;0,99;1
36,5;0,9105;0,9204;0,9304;0,9404;0,9504;0,9604;0,9703;0,9803;0,9903;1,0003
37;0,9108;0,9208;0,9307;0,9407;0,9507;0,9607;0,9707;0,9806;0,9906;1,0006
37,5;0,9111;0,9211;0,9311;0,941;0,951;0,961;0,971;0,9809;0,9909;1,0009
38;0,9114;0,9214;0,9314;0,9413;0,9513;0,9613;0,9713;0,9812;0,9912;1,0012
38,5;0,9117;0,9217;0,9317;0,9417;0,9516;0,9616;0,9716;0,9816;0,9915;1,0015
39;0,912;0,922;0,932;0,942;0,9519;0,9619;0,9719;0,9819;0,9918;1,0018
39,5;0,9124;0,9223;0,9323;0,9423;0,9522;0,9622;0,9722;0,9822;0,9921;1,0021
40;0,9127;0,9226;0,9326;0,9426;0,9526;0,9625;0,9725;0,9825;0,9925;1,0024
40,5;0,913;0,923;0,9329;0,9429;0,9529;0,9628;0,9728;0,9828;0,9928;1,0027
41;0,9133;0,9233;0,9332;0,9432;0,9532;0,9632;0,9731;0,9831;0,9931;1,003
41,5;0,9136;0,9236;0,9335;0,9435;0,9535;0,9635;0,9734;0,9834;0,9934;1,0033
42;0,9139;0,9239;0,9339;0,9438;0,9538;0,9638;0,9737;0,9837;0,9937;1,0037
42,5;0,9142;0,9242;0,9342;0,9441;0,9541;0,9641;0,974;0,984;0,994;1,004
43;0,9145;0,9245;0,9345;0,9445;0,9544;0,9644;0,9744;0,9843;0,9943;1,0043
43,5;0,9149;0,9248;0,9348;0,9448;0,9547;0,9647;0,9747;0,9846;0,9946;1,0046
44;0,9152;0,9251;0,9351;0,9451;0,955;0,965;0,975;0,9849;0,9949;1,0049
44,5;0,9155;0,9254;0,9354;0,9454;0,9553;0,9653;0,9753;0,9852;0,9952;1,0052
45;0,9158;0,9258;0,9357;0,9457;0,9557;0,9656;0,9756;0,9855;0,9955;1,0055
45,5;0,9161;0,9261;0,936;0,946;0,956;0,9659;0,9759;0,9859;0,9958;1,0058
46;0,9164;0,9264;0,9363;0,9463;0,9563;0,9662;0,9762;0,9862;0,9961;1,0061
46,5;0,9167;0,9267;0,9367;0,9466;0,9566;0,9665;0,9765;0,9865;0,9964;1,0064
47;0,917;0,927;0,937;0,9469;0,9569;0,9668;0,9768;0,9868;0,9967;1,0067
47,5;0,9174;0,9273;0,9373;0,9472;0,9572;0,9672;0,9771;0,9871;0,997;1,007
48;0,9177;0,9276;0,9376;0,9475;0,9575;0,9675;0,9774;0,9874;0,9973;1,0073
48,5;0,918;0,9279;0,9379;0,9478;0,9578;0,9678;0,9777;0,9877;0,9976;1,0076
49;0,9183;0,9282;0,9382;0,9482;0,9581;0,9681;0,978;0,988;0,9979;1,0079
49,5;0,9186;0,9286;0,9385;0,9485;0,9584;0,9684;0,9783;0,9883;0,9982;1,0082
50;0,9189;0,9289;0,9388;0,9488;0,9587;0,9687;0,9786;0,9886;0,9985;1,0085
50,5;0,9192;0,9292;0,9391;0,9491;0,959;0,969;0,9789;0,9889;0,9989;1,0088
51;0,9195;0,9295;0,9394;0,9494;0,9593;0,9693;0,9792;0,9892;0,9992;1,0091
51,5;0,9198;0,9298;0,9397;0,9497;0,9596;0,9696;0,9795;0,9895;0,9995;1,0094
52;0,9201;0,9301;0,94;0,95;0,9599;0,9699;0,9798;0,9898;0,9998;1,0097
52,5;0,9205;0,9304;0,9404;0,9503;0,9603;0,9702;0,9801;0,9901;1,0001;1,01
53;0,9208;0,9307;0,9407;0,9506;0,9606;0,9705;0,9805;0,9904;1,0004;1,0104
53,5;0,9211;0,931;0,941;0,9509;0,9609;0,9708;0,9808;0,9907;1,0007;1,0107
54;0,9214;0,9313;0,9413;0,9512;0,9612;0,9711;0,9811;0,991;1,001;1,011
54,5;0,9217;0,9316;0,9416;0,9515;0,9615;0,9714;0,9814;0,9913;1,0013;1,0113
55;0,922;0,9319;0,9419;0,9518;0,9618;0,9717;0,9817;0,9916;1,0016;1,0116
55,5;0,9223;0,9323;0,9422;0,9521;0,9621;0,972;0,982;0,9919;1,0019;1,0119
56;0,9226;0,9326;0,9425;0,9524;0,9624;0,9723;0,9823;0,9922;1,0022;1,0122
56,5;0,9229;0,9329;0,9428;0,9527;0,9627;0,9726;0,9826;0,9925;1,0025;1,0125
57;0,9232;0,9332;0,9431;0,953;0,963;0,9729;0,9829;0,9928;1,0028;1,0128
57,5;0,9235;0,9335;0,9434;0,9534;0,9633;0,9732;0,9832;0,9931;1,0031;1,0131
58;0,9238;0,9338;0,9437;0,9537;0,9636;0,9735;0,9835;0,9934;1,0034;1,0134
58,5;0,9242;0,9341;0,944;0,954;0,9639;0,9738;0,9838;0,9937;1,0037;1,0137
59;0,9245;0,9344;0,9443;0,9543;0,9642;0,9741;0,9841;0,994;1,004;1,014
59,5;0,9248;0,9347;0,9446;0,9546;0,9645;0,9744;0,9844;0,9943;1,0043;1,0143
60;0,9251;0,935;0,9449;0,9549;0,9648;0,9747;0,9847;0,9946;1,0046;1,0146
60,5;0,9254;0,9353;0,9452;0,9552;0,9651;0,975;0,985;0,9949;1,0049;1,0149
61;0,9257;0,9356;0,9455;0,9555;0,9654;0,9753;0,9853;0,9952;1,0052;1,0152
61,5;0,926;0,9359;0,9458;0,9558;0,9657;0,9756;0,9856;0,9955;1,0055;1,0155
62;0,9263;0,9362;0,9462;0,9561;0,966;0,9759;0,9859;0,9958;1,0058;1,0158
62,5;0,9266;0,9365;0,9465;0,9564;0,9663;0,9762;0,9862;0,9961;1,0061;1,0161
63;0,9269;0,9368;0,9468;0,9567;0,9666;0,9765;0,9865;0,9964;1,0064;1,0164
63,5;0,9272;0,9371;0,9471;0,957;0,9669;0,9768;0,9867;0,9967;1,0067;1,0167
64;0,9275;0,9374;0,9474;0,9573;0,9672;0,9771;0,987;0,997;1,007;1,017
64,5;0,9278;0,9377;0,9477;0,9576;0,9675;0,9774;0,9873;0,9973;1,0073;1,0173
65;0,9281;0,938;0,948;0,9579;0,9678;0,9777;0,9876;0,9976;1,0076;1,0176
65,5;0,9284;0,9384;0,9483;0,9582;0,9681;0,978;0,9879;0,9979;1,0079;1,0179
66;0,9287;0,9387;0,9486;0,9585;0,9684;0,9783;0,9882;0,9982;1,0082;1,0182
66,5;0,929;0,939;0,9489;0,9588;0,9687;0,9786;0,9885;0,9985;1,0085;1,0185
67;0,9293;0,9393;0,9492;0,9591;0,969;0,9789;0,9888;0,9988;1,0088;1,0188
67,5;0,9296;0,9396;0,9495;0,9594;0,9693;0,9792;0,9891;0,9991;1,0091;1,0191
68;0,93;0,9399;0,9498;0,9597;0,9696;0,9795;0,9894;0,9994;1,0094;1,0194
68,5;0,9303;0,9402;0,9501;0,96;0,9699;0,9798;0,9897;0,9997;1,0097;1,0197
69;0,9306;0,9405;0,9504;0,9603;0,9702;0,9801;0,99;1;1,01;1,02
69,5;0,9309;0,9408;0,9507;0,9606;0,9705;0,9804;0,9903;1,0003;1,0103;1,0203
70;0,9312;0,9411;0,951;0,9609;0,9708;0,9807;0,9906;1,0006;1,0106;1,0206
70,5;0,9315;0,9414;0,9513;0,9612;0,9711;0,981;0,9909;1,0009;1,0109;1,0209
71;0,9318;0,9417;0,9516;0,9615;0,9714;0,9813;0,9912;1,0012;1,0112;1,0213
71,5;0,9321;0,942;0,9519;0,9618;0,9717;0,9816;0,9915;1,0015;1,0115;1,0216
72;0,9324;0,9423;0,9522;0,9621;0,972;0,9819;0,9918;1,0018;1,0113;1,0219
72,3;0,9327;0,9426;0,9525;0,9624;0,9723;0,9822;0,9921;1,0021;1,0121;1,0222
73;0,933;0,9429;0,9528;0,9627;0,9726;0,9825;0,9923;1,0024;1,0124;1,0225
73,5;0,9332;0,9432;0,9531;0,963;0,9729;0,9827;0,9926;1,0027;1,0127;1,0228
74;0,9336;0,9435;0,9534;0,9633;0,9735;0,983;0,9929;1,003;1,013;1,0231
74,5;0,9333;0,9438;0,9537;0,9636;0,9734;0,9833;0,9932;1,0033;1,0133;1,0234
75;0,9342;0,9441;0,954;0,9638;0,9737;0,9836;0,9935;1,0036;1,0136;1,0237
75,5;0,9345;0,9444;0,9543;0,9641;0,974;0,9839;0,9938;1,0039;1,0139;1,024
76;0,9348;0,9447;0,9545;0,9644;0,9743;0,9842;0,9941;1,0042;1,0142;1,0243
76,5;0,9351;0,945;0,9548;0,9647;0,9746;0,9845;0,9944;1,0044;1,0145;1,0246
77;0,9354;0,9453;0,9551;0,965;0,9749;0,9848;0,9947;1,0047;1,0148;1,0249
77,5;0,9357;0,9456;0,9554;0,9653;0,9752;0,9851;0,995;1,005;1,0151;1,0252
78;0,936;0,9459;0,9557;0,9656;0,9755;0,9854;0,9953;1,0053;1,0154;1,0255
78,5;0,9363;0,9462;0,956;0,9659;0,9758;0,9857;0,9956;1,0056;1,0157;1,0258
79;0,9366;0,9464;0,9563;0,9662;0,9761;0,986;0,9958;1,0059;1,016;1,0261
79,5;0,9369;0,9467;0,9566;0,9665;0,9764;0,9862;0,9961;1,0062;1,0163;1,0264
80;0,9372;0,947;0,9569;0,9668;0,9767;0,9865;0,9964;1,0065;1,0166;1,0267
80,5;0,9375;0,9473;0,9572;0,9671;0,977;0,9868;0,9967;1,0068;1,0169;1,027
81;0,9378;0,9476;0,9575;0,9674;0,9772;0,9871;0,997;1,0071;1,0172;1,0273
81,5;0,9381;0,9479;0,9578;0,9677;0,9775;0,9874;0,9973;1,0074;1,0175;1,0276
82;0,9384;0,9482;0,9581;0,968;0,9778;0,9877;0,9975;1,0077;1,0178;1,0279
82,5;0,9387;0,9485;0,9584;0,9683;0,9781;0,988;0,9979;1,008;1,0181;1,0282
83;0,939;0,9488;0,9587;0,9685;0,9784;0,9883;0,9982;1,0083;1,0184;1,0285
83,5;0,9392;0,9491;0,959;0,9688;0,9787;0,9886;0,9985;1,0086;1,0187;1,0286
84;0,9395;0,9494;0,9593;0,9691;0,979;0,9888;0,9988;1,0089;1,019;1,0292
84,5;0,9398;0,9497;0,9596;0,9694;0,9793;0,9891;0,9991;1,0092;1,0193;1,0295
85;0,9401;0,95;0,9598;0,9697;0,9796;0,9894;0,9994;1,0095;1,0196;1,0298
85,5;0,9404;0,9503;0,9601;0,97;0,9799;0,9897;0,9997;1,0098;1,0199;1,0301
86;0,9407;0,9506;0,9604;0,9703;0,9801;0,99;1;1,0101;1,0202;1,0304
86,5;0,941;0,9509;0,9607;0,9706;0,9804;0,9903;1,0003;1,0104;1,0206;1,0307
87;0,9413;0,9512;0,961;0,9709;0,9807;0,9906;1,0006;1,0107;1,0209;1,031
87,5;0,9416;0,9515;0,9613;0,9712;0,981;0,9909;1,0009;1,011;1,0212;1,0313
88;0,9419;0,9518;0,9616;0,9714;0,9818;0,9911;1,0012;1,0113;1,0215;1,0316
88,5;0,9422;0,952;0,9619;0,9717;0,9816;0,9914;1,0015;1,0116;1,0218;1,0319
89;0,9425;0,9523;0,9622;0,972;0,9819;0,9917;1,0018;1,0119;1,0221;1,0322
89,5;0,9428;0,9526;0,9625;0,9723;0,9822;0,992;1,0021;1,0122;1,0224;1,0325
90;0,9431;0,9529;0,9628;0,9726;0,9824;0,9923;1,0024;1,0125;1,0227;1,0328
90,5;0,9434;0,9532;0,963;0,9729;0,9827;0,9926;1,0027;1,0128;1,023;1,0331
91;0,9437;0,9536;0,9633;0,9732;0,983;0,9928;1,003;1,0131;1,0233;1,0334
91,5;0,944;0,9538;0,9636;0,9735;0,9833;0,9931;1,0033;1,0134;1,0236;1,0338
92;0,9442;0,9541;0,9639;0,9737;0,9836;0,9934;1,0036;1,0137;1,0239;1,0341
92,5;0,9445;0,9544;0,9642;0,974;0,9839;0,9937;1,0038;1,014;1,0242;1,0344
93;0,9448;0,9547;0,9645;0,9743;0,9841;0,994;1,0041;1,0143;1,0245;1,0347
93,5;0,9451;0,955;0,9648;0,9746;0,9844;0,9943;1,0044;1,0146;1,0248;1,035
94;0,9454;0,9552;0,9651;0,9749;0,9847;0,9945;1,0047;1,0149;1,0251;1,0353
94,5;0,9457;0,9555;0,9654;0,9752;0,985;0,9948;1,005;1,0162;1,0254;1,0356
95;0,946;0,9558;0,9656;0,9755;0,9853;0,9951;1,0053;1,0155;1,0257;1,0359
95,5;0,9463;0,9561;0,9659;0,9757;0,9856;0,9954;1,0056;1,0158;1,026;1,0362
96;0,9466;0,9564;0,9662;0,976;0,9858;0,9957;1,0059;1,0161;1,0263;1,0365
96,5;0,9469;0,9567;0,9665;0,9763;0,9861;0,9959;1,0062;1,0164;1,0266;1,0368
97;0,9472;0,957;0,9668;0,9766;0,9864;0,9963;1,0065;1,0167;1,0269;1,0371
97,5;0,9474;0,9573;0,9671;0,9769;0,9867;0,9966;1,0068;1,017;1,0272;1,0375
98;0,9477;0,9575;0,9674;0,9772;0,987;0,9969;1,0071;1,0173;1,0276;1,0378
98,5;0,948;0,9578;0,9676;0,9774;0,9873;0,9972;1,0074;1,0176;1,0279;1,0381
99;0,9483;0,9581;0,9679;0,9777;0,9875;0,9975;1,0077;1,0179;1,0282;1,0384
99,5;0,9486;0,9584;0,9682;0,978;0,9878;0,9978;1,008;1,0182;1,0285;1,0387
100;0,9489;0,9587;0,9685;0,9783;0,9881;0,9981;1,0083;1,0185;1,0288;1,039
